epoch,embedding_loss,embedding_weight_loss_DC_Nsrc_Ref,loss,mask_loss,mask_weight_loss_MSE_Nsrc_Ref,val_embedding_loss,val_embedding_weight_loss_DC_Nsrc_Ref,val_loss,val_mask_loss,val_mask_weight_loss_MSE_Nsrc_Ref
0,0.2576251795142889,0.2576251795142889,0.43787549749016763,0.1788552460074425,0.1788552460074425,0.2519513003528118,0.2519513003528118,0.4312717169523239,0.17795153558254242,0.17795153558254242
1,0.25232686087489126,0.25232686087489126,0.4305868297815323,0.17691537246108055,0.17691537246108055,0.24986758828163147,0.24986758828163147,0.42915643006563187,0.17796872407197953,0.17796872407197953
2,0.2516694562882185,0.2516694562882185,0.43001562014222144,0.17702015735208987,0.17702015735208987,0.25082781836390494,0.25082781836390494,0.42910738438367846,0.17697175666689874,0.17697175666689874
3,0.2503854969143868,0.2503854969143868,0.4286447012424469,0.17696426771581172,0.17696426771581172,0.24974195137619973,0.24974195137619973,0.4288118168711662,0.17779525145888328,0.17779525145888328
4,0.24971207283437252,0.24971207283437252,0.42725748986005785,0.1762884721159935,0.1762884721159935,0.24918028637766837,0.24918028637766837,0.42811757028102876,0.17769983261823655,0.17769983261823655
5,0.2495194348692894,0.2495194348692894,0.42706611201167105,0.1763199396431446,0.1763199396431446,0.24812669381499292,0.24812669381499292,0.4283051207661629,0.17896326035261154,0.17896326035261154
6,0.24900371246039868,0.24900371246039868,0.42634557813405993,0.17612895615398882,0.17612895615398882,0.24777388498187064,0.24777388498187064,0.4257900580763817,0.17681191936135293,0.17681191936135293
7,0.24859769880771637,0.24859769880771637,0.42626227557659147,0.1764583181589842,0.1764583181589842,0.2481562852859497,0.2481562852859497,0.4253563851118088,0.17600443065166474,0.17600443065166474
8,0.24826908849179743,0.24826908849179743,0.42595457419753074,0.17648901231586933,0.17648901231586933,0.24589023143053054,0.24589023143053054,0.42185838520526886,0.1747785046696663,0.1747785046696663
9,0.24790454626083375,0.24790454626083375,0.4255084407329559,0.1764006246626377,0.1764006246626377,0.2478030279278755,0.2478030279278755,0.4254311516880989,0.1764323353767395,0.1764323353767395
10,0.24774242021143436,0.24774242021143436,0.4254069937765598,0.17645257472991943,0.17645257472991943,0.24637040719389916,0.24637040719389916,0.4248311623930931,0.17725164517760278,0.17725164517760278
11,0.24743532232940196,0.24743532232940196,0.4249757668375969,0.176333087682724,0.176333087682724,0.24611317217350007,0.24611317217350007,0.4259754061698914,0.1786606028676033,0.1786606028676033
12,0.2469336337596178,0.2469336337596178,0.42516055554151533,0.17699844546616078,0.17699844546616078,0.24700546637177467,0.24700546637177467,0.4243191137909889,0.1760847195982933,0.1760847195982933
