epoch,embedding_loss,embedding_weight_loss_DC_Nsrc_Ref,loss,mask_loss,mask_weight_loss_MSE_Nsrc_Ref,val_embedding_loss,val_embedding_weight_loss_DC_Nsrc_Ref,val_loss,val_mask_loss,val_mask_weight_loss_MSE_Nsrc_Ref
0,0.15767339549958706,0.15767339549958706,0.2101179862767458,0.05103722980245948,0.05103722980245948,0.14359566196799278,0.14359566196799278,0.1886478394269943,0.04365839585661888,0.04365839585661888
1,0.13878803059458733,0.13878803059458733,0.18089141100645065,0.04072587912902236,0.04072587912902236,0.13884257897734642,0.13884257897734642,0.180099955201149,0.039896868914365766,0.039896868914365766
2,0.137059610709548,0.137059610709548,0.17782523535192013,0.03941094670444727,0.03941094670444727,0.13451925218105315,0.13451925218105315,0.17649804055690765,0.04063090737909079,0.04063090737909079
3,0.13297014735639096,0.13297014735639096,0.1724511380493641,0.03813831591978669,0.03813831591978669,0.14534381814301015,0.14534381814301015,0.20123964324593543,0.054554409347474575,0.054554409347474575
4,0.13205665707588196,0.13205665707588196,0.1708318553864956,0.037436673287302255,0.037436673287302255,0.13748779147863388,0.13748779147863388,0.17763586714863777,0.03881607577204704,0.03881607577204704
5,0.13027381639927627,0.13027381639927627,0.16686866812407972,0.03525924993678928,0.03525924993678928,0.12229109145700931,0.12229109145700931,0.16188359931111335,0.03826167015358806,0.03826167015358806
6,0.1279307223111391,0.1279307223111391,0.16457147531211377,0.03531073672696948,0.03531073672696948,0.12244368903338909,0.12244368903338909,0.15519881173968314,0.03142672460526228,0.03142672460526228
7,0.126951488815248,0.126951488815248,0.16226441226899624,0.03398054430261254,0.03398054430261254,0.1251771379262209,0.1251771379262209,0.1596940279006958,0.033184558153152466,0.033184558153152466
8,0.12731192149221898,0.12731192149221898,0.1632695186138153,0.03460520274937153,0.03460520274937153,0.12389780431985856,0.12389780431985856,0.15755618140101432,0.032295995764434336,0.032295995764434336
9,0.12672570176422596,0.12672570176422596,0.16175067737698556,0.03365934494882822,0.03365934494882822,0.12118454538285732,0.12118454538285732,0.15331308022141457,0.030766133219003677,0.030766133219003677
10,0.1246916962787509,0.1246916962787509,0.16042721949517727,0.03437186611816287,0.03437186611816287,0.12681074477732182,0.12681074477732182,0.16134488880634307,0.033165442477911714,0.033165442477911714
11,0.12398544371128083,0.12398544371128083,0.1577463074028492,0.03238567509688437,0.03238567509688437,0.12735252566635608,0.12735252566635608,0.1610483296215534,0.03232172187417746,0.03232172187417746
12,0.12325626075267791,0.12325626075267791,0.1567999555170536,0.032164141768589616,0.032164141768589616,0.121300832554698,0.121300832554698,0.15295902788639068,0.030273760575801133,0.030273760575801133
13,0.12218529123812914,0.12218529123812914,0.15608945064246654,0.032518182136118415,0.032518182136118415,0.12139145247638225,0.12139145247638225,0.15395351871848106,0.03116950551047921,0.03116950551047921
14,0.12312354203313589,0.12312354203313589,0.15704591386020184,0.032524313908070326,0.032524313908070326,0.12416383251547813,0.12416383251547813,0.15661286562681198,0.031044430658221246,0.031044430658221246
15,0.12267875533550977,0.12267875533550977,0.15614897392690183,0.0320548774395138,0.0320548774395138,0.11660444997251034,0.11660444997251034,0.1468059703707695,0.028784822300076486,0.028784822300076486
16,0.12149698659777641,0.12149698659777641,0.1537983399629593,0.030882074655964972,0.030882074655964972,0.12372988760471344,0.12372988760471344,0.16379303932189943,0.03863977883011103,0.03863977883011103
17,0.12008690923452377,0.12008690923452377,0.15250246696174144,0.030980524895712732,0.030980524895712732,0.11692102178931237,0.11692102178931237,0.1468901105225086,0.028533226996660232,0.028533226996660232
18,0.12020664360374213,0.12020664360374213,0.15186125352978708,0.03021709928289056,0.03021709928289056,0.11909516602754593,0.11909516602754593,0.14956096038222313,0.02903166078031063,0.02903166078031063
19,0.11976024370640516,0.11976024370640516,0.1511985792219639,0.03000083090737462,0.03000083090737462,0.11346038430929184,0.11346038430929184,0.14249687790870666,0.027598187141120435,0.027598187141120435
20,0.11941685434430838,0.11941685434430838,0.15169557079672813,0.03083871241658926,0.03083871241658926,0.11920102573931217,0.11920102573931217,0.14955333918333052,0.02891174200922251,0.02891174200922251
21,0.12103431828320027,0.12103431828320027,0.15274991363286972,0.03026632492430508,0.03026632492430508,0.12136796750128269,0.12136796750128269,0.15341842472553252,0.03057327410206199,0.03057327410206199
22,0.11968911688774825,0.11968911688774825,0.15149114601314068,0.030322142792865634,0.030322142792865634,0.12162576802074909,0.12162576802074909,0.1531662128865719,0.03005901798605919,0.03005901798605919
23,0.11808312203735113,0.11808312203735113,0.14905061990022658,0.029481162829324604,0.029481162829324604,0.11965864524245262,0.11965864524245262,0.1542785570025444,0.03313647517934441,0.03313647517934441
24,0.11909197844564914,0.11909197844564914,0.149942744076252,0.02936762513592839,0.02936762513592839,0.1198883019387722,0.1198883019387722,0.15018234327435492,0.028817201405763625,0.028817201405763625
