epoch,embedding_loss,embedding_weight_loss_DC_Nsrc_Ref,loss,mask_loss,mask_weight_loss_MSE_Nsrc_Ref,val_embedding_loss,val_embedding_weight_loss_DC_Nsrc_Ref,val_loss,val_mask_loss,val_mask_weight_loss_MSE_Nsrc_Ref
0,0.2457336987555027,0.2457336987555027,0.3829126565158367,0.13408330392092466,0.13408330392092466,0.22008287087082862,0.22008287087082862,0.3200233310461044,0.0967568263411522,0.0967568263411522
1,0.2107714144140482,0.2107714144140482,0.30353952541947365,0.08950174462050199,0.08950174462050199,0.2057275466620922,0.2057275466620922,0.2932507783174515,0.08419917039573192,0.08419917039573192
2,0.20419930398464203,0.20419930398464203,0.29069318167865277,0.08310461692512035,0.08310461692512035,0.19652822688221933,0.19652822688221933,0.27808736115694044,0.07812507376074791,0.07812507376074791
3,0.20016613699495792,0.20016613699495792,0.28442797504365447,0.08079410500824452,0.08079410500824452,0.19304081797599792,0.19304081797599792,0.27225625067949294,0.07571327649056911,0.07571327649056911
4,0.1972370584309101,0.1972370584309101,0.27795882113277914,0.07718247853219509,0.07718247853219509,0.19476852118968963,0.19476852118968963,0.27309496998786925,0.07474001049995423,0.07474001049995423
5,0.1948679744452238,0.1948679744452238,0.2730925913900137,0.07458526141941547,0.07458526141941547,0.19091885834932326,0.19091885834932326,0.26634752079844476,0.07174092978239059,0.07174092978239059
6,0.19242388963699342,0.19242388963699342,0.2693168084323406,0.07314375463873148,0.07314375463873148,0.1857684776186943,0.1857684776186943,0.2582237131893635,0.06863123662769795,0.06863123662769795
7,0.1901879308372736,0.1901879308372736,0.2655117355287075,0.07140527918934822,0.07140527918934822,0.19372100681066512,0.19372100681066512,0.2712411627173424,0.07351424768567086,0.07351424768567086
8,0.18757582545280457,0.18757582545280457,0.2609705995768309,0.06931679835543036,0.06931679835543036,0.19006189331412315,0.19006189331412315,0.26781998947262764,0.07361420188099146,0.07361420188099146
9,0.18790238827466965,0.18790238827466965,0.26121057614684107,0.06908467549830676,0.06908467549830676,0.17508278265595437,0.17508278265595437,0.24255968555808066,0.06317415907979011,0.06317415907979011
10,0.18677114866673947,0.18677114866673947,0.2580042877048254,0.0668717185780406,0.0668717185780406,0.1844169743359089,0.1844169743359089,0.2548613004386425,0.06602229978889226,0.06602229978889226
11,0.18437913611531256,0.18437913611531256,0.255806951969862,0.06692277880385518,0.06692277880385518,0.18161755204200744,0.18161755204200744,0.2510140798985958,0.0648284548893571,0.0648284548893571
12,0.18344335585832597,0.18344335585832597,0.2541711899638176,0.06609378835186362,0.06609378835186362,0.17963851988315582,0.17963851988315582,0.24688978269696235,0.06255798973143101,0.06255798973143101
13,0.18310424476861953,0.18310424476861953,0.25364868514239786,0.06579360775649548,0.06579360775649548,0.18043538182973862,0.18043538182973862,0.2490874283015728,0.06384781394153834,0.06384781394153834
14,0.18358920618891716,0.18358920618891716,0.2545584386587143,0.06610052470117807,0.06610052470117807,0.18333425298333167,0.18333425298333167,0.2534769542515278,0.06522138752043247,0.06522138752043247
15,0.18202277801930905,0.18202277801930905,0.25334131009876726,0.06633728094398976,0.06633728094398976,0.17219758480787278,0.17219758480787278,0.23742551803588868,0.060193218477070334,0.060193218477070334
16,0.18131468005478382,0.18131468005478382,0.2502931230515242,0.06389253066852689,0.06389253066852689,0.17411437779664993,0.17411437779664993,0.23966141566634178,0.060418627597391604,0.060418627597391604
17,0.18018827371299267,0.18018827371299267,0.2503068429976702,0.06493430083617568,0.06493430083617568,0.17701497599482535,0.17701497599482535,0.24332153648138047,0.06108039803802967,0.06108039803802967
18,0.1785784764587879,0.1785784764587879,0.24616640709340573,0.06230620617046952,0.06230620617046952,0.18057216107845306,0.18057216107845306,0.25211000740528106,0.06620640885084868,0.06620640885084868
19,0.178602861315012,0.178602861315012,0.24761417582631112,0.06361547792330384,0.06361547792330384,0.17290330156683922,0.17290330156683922,0.2377516359090805,0.059395807608962056,0.059395807608962056
20,0.1773872247338295,0.1773872247338295,0.24484996400773526,0.061952547524124386,0.061952547524124386,0.17342275604605675,0.17342275604605675,0.23864321336150168,0.059665188938379285,0.059665188938379285
21,0.17730931155383586,0.17730931155383586,0.24451037012040616,0.06160061309114098,0.06160061309114098,0.17300562039017678,0.17300562039017678,0.23755661249160767,0.05891397409141064,0.05891397409141064
