epoch,embedding_loss,embedding_weight_loss_DC_Nsrc_Ref,loss,mask_loss,mask_weight_loss_MSE_Nsrc_Ref,val_embedding_loss,val_embedding_weight_loss_DC_Nsrc_Ref,val_loss,val_mask_loss,val_mask_weight_loss_MSE_Nsrc_Ref
0,0.16332197606563567,0.16332197606563567,0.21467075876891614,0.049951272830367086,0.049951272830367086,0.15092163756489754,0.15092163756489754,0.1952444665133953,0.04295023959130049,0.04295023959130049
1,0.14681112281978131,0.14681112281978131,0.18798426985740663,0.03981929343193769,0.03981929343193769,0.14180472865700722,0.14180472865700722,0.17992728650569917,0.03678927794098854,0.03678927794098854
2,0.14156967647373675,0.14156967647373675,0.1792802032828331,0.03639069203287363,0.03639069203287363,0.1415923625230789,0.1415923625230789,0.1847761020064354,0.04188000652939081,0.04188000652939081
3,0.13753896996378898,0.13753896996378898,0.17324856281280518,0.0344191780872643,0.0344191780872643,0.1378476217389107,0.1378476217389107,0.17287603318691253,0.03375084288418293,0.03375084288418293
4,0.13578016728162765,0.13578016728162765,0.17165657743811608,0.03460613894276321,0.03460613894276321,0.12907574996352195,0.12907574996352195,0.1612148255109787,0.030879229959100484,0.030879229959100484
5,0.13511832177639008,0.13511832177639008,0.1705584842711687,0.03418478325940669,0.03418478325940669,0.13627941757440568,0.13627941757440568,0.17304777354002,0.03551739025861025,0.03551739025861025
6,0.1341229333728552,0.1341229333728552,0.16917511992156506,0.03379496815614402,0.03379496815614402,0.13074976578354836,0.13074976578354836,0.16288390159606933,0.030880753882229328,0.030880753882229328
7,0.13257057406008244,0.13257057406008244,0.16763373866677284,0.033812325028702614,0.033812325028702614,0.13368234783411026,0.13368234783411026,0.16645172461867333,0.031522879377007484,0.031522879377007484
8,0.1317502547428012,0.1317502547428012,0.16445973493158816,0.031457186909392476,0.031457186909392476,0.1330386720597744,0.1330386720597744,0.1684630498290062,0.03417450031265616,0.03417450031265616
9,0.1309546472132206,0.1309546472132206,0.16377186082303524,0.03155916204676032,0.03155916204676032,0.13228244408965112,0.13228244408965112,0.1654377482831478,0.03189915213733911,0.03189915213733911
