epoch,embedding_loss,embedding_weight_loss_DC_Nsrc_Ref,loss,mask_loss,mask_weight_loss_MSE_Nsrc_Ref,val_embedding_loss,val_embedding_weight_loss_DC_Nsrc_Ref,val_loss,val_mask_loss,val_mask_weight_loss_MSE_Nsrc_Ref
0,0.19261880561709405,0.19261880561709405,0.30292204149067403,0.10888857543468475,0.10888857543468475,0.17665761038661004,0.17665761038661004,0.27635427862405776,0.09826613180339336,0.09826613180339336
1,0.17581530526280403,0.17581530526280403,0.2645114600658417,0.08722831474617124,0.08722831474617124,0.1715012401342392,0.1715012401342392,0.26229129582643507,0.0892856964841485,0.0892856964841485
2,0.16787924319505693,0.16787924319505693,0.24950531609356402,0.08008468186482787,0.08008468186482787,0.17042620852589607,0.17042620852589607,0.253852891176939,0.08185066170990467,0.08185066170990467
3,0.16210000202059746,0.16210000202059746,0.2399653946608305,0.07624574085697532,0.07624574085697532,0.16370335966348648,0.16370335966348648,0.2491738259792328,0.08380742110311985,0.08380742110311985
4,0.15956825844943523,0.15956825844943523,0.23099159516394138,0.06971670450642704,0.06971670450642704,0.15382163524627684,0.15382163524627684,0.22011852860450745,0.06455808989703656,0.06455808989703656
5,0.15642004273831844,0.15642004273831844,0.22607234798371792,0.06787293341010808,0.06787293341010808,0.15669015496969224,0.15669015496969224,0.21603631153702735,0.05752978064119816,0.05752978064119816
6,0.15452808946371077,0.15452808946371077,0.2216843518614769,0.06530207494273782,0.06530207494273782,0.15723234936594963,0.15723234936594963,0.24144458323717116,0.08232453651726246,0.08232453651726246
7,0.15300584718585014,0.15300584718585014,0.21795502603054046,0.06302071066573262,0.06302071066573262,0.15526123642921447,0.15526123642921447,0.2256149724125862,0.06838876456022262,0.06838876456022262
8,0.15153871312737466,0.15153871312737466,0.21587563805282117,0.062333497554063796,0.062333497554063796,0.15253756269812585,0.15253756269812585,0.21966953054070473,0.06508808992803097,0.06508808992803097
9,0.15091329887509347,0.15091329887509347,0.21487811900675297,0.06185313979163766,0.06185313979163766,0.14607345759868623,0.14607345759868623,0.20209975615143777,0.053879726119339465,0.053879726119339465
10,0.1477438847720623,0.1477438847720623,0.2052319746464491,0.05532499980181456,0.05532499980181456,0.1484457030892372,0.1484457030892372,0.21464573517441748,0.06401109937578439,0.06401109937578439
11,0.14759814865887166,0.14759814865887166,0.2085259985178709,0.05870185952633619,0.05870185952633619,0.14514050707221032,0.14514050707221032,0.20762949362397193,0.06022175718098879,0.06022175718098879
12,0.14830189026892185,0.14830189026892185,0.21110417142510415,0.06048358757048845,0.06048358757048845,0.15305303558707237,0.15305303558707237,0.21873726025223733,0.06333900466561318,0.06333900466561318
13,0.1476735819876194,0.1476735819876194,0.2092102076858282,0.05915593434125185,0.05915593434125185,0.14352860525250435,0.14352860525250435,0.19084279835224152,0.044890552572906015,0.044890552572906015
14,0.14614852592349054,0.14614852592349054,0.20396013855934142,0.055356874763965606,0.055356874763965606,0.14377959594130515,0.14377959594130515,0.19756922498345375,0.05131584331393242,0.05131584331393242
15,0.1456313320994377,0.1456313320994377,0.20401946425437928,0.05587435139343142,0.05587435139343142,0.14564464911818503,0.14564464911818503,0.20258425772190095,0.054390056617558004,0.054390056617558004
16,0.14572347790002824,0.14572347790002824,0.20458425879478453,0.056266127564013,0.056266127564013,0.14543007984757422,0.14543007984757422,0.204220699518919,0.056170967407524586,0.056170967407524586
17,0.14506832264363767,0.14506832264363767,0.20006032943725585,0.052344597298651936,0.052344597298651936,0.14305889680981637,0.14305889680981637,0.19724468514323235,0.05151827558875084,0.05151827558875084
18,0.1438265373557806,0.1438265373557806,0.1968208948522806,0.05030552731826901,0.05030552731826901,0.1378134571015835,0.1378134571015835,0.1897531308233738,0.04923207592219114,0.04923207592219114
19,0.1429659466445446,0.1429659466445446,0.19597478076815605,0.05025971857830882,0.05025971857830882,0.14773370325565338,0.14773370325565338,0.2095469504594803,0.0590290404856205,0.0590290404856205
20,0.14360069520771504,0.14360069520771504,0.19509541876614095,0.04868793848901987,0.04868793848901987,0.1433261476457119,0.1433261476457119,0.204642928391695,0.05848272331058979,0.05848272331058979
21,0.1421863143146038,0.1421863143146038,0.19284462980926037,0.04779767993837595,0.04779767993837595,0.14314170628786088,0.14314170628786088,0.20033734291791916,0.05431992020457983,0.05431992020457983
22,0.1417961063981056,0.1417961063981056,0.19023328803479672,0.0455435580201447,0.0455435580201447,0.1420611098408699,0.1420611098408699,0.19202841967344284,0.04705461338162422,0.04705461338162422
23,0.14135265834629535,0.14135265834629535,0.1875056666880846,0.043232570420950654,0.043232570420950654,0.1431313455104828,0.1431313455104828,0.1999579444527626,0.05389774572104215,0.05389774572104215
24,0.1409251780062914,0.1409251780062914,0.18754106611013413,0.043676268346607684,0.043676268346607684,0.14078426510095596,0.14078426510095596,0.18549024164676667,0.041751972027122976,0.041751972027122976
25,0.14096698932349683,0.14096698932349683,0.1874897399544716,0.04355107111856341,0.04355107111856341,0.14180615097284316,0.14180615097284316,0.187712674587965,0.042912967316806314,0.042912967316806314
26,0.14045818731188775,0.14045818731188775,0.18386951223015785,0.040408516321331266,0.040408516321331266,0.14077654778957366,0.14077654778957366,0.18430090099573135,0.040514363534748556,0.040514363534748556
27,0.13975849404931068,0.13975849404931068,0.18494287222623826,0.04216160571202636,0.04216160571202636,0.13810422420501708,0.13810422420501708,0.17850385680794717,0.037366191670298574,0.037366191670298574
28,0.13970218859612943,0.13970218859612943,0.182895136103034,0.04015153730288148,0.04015153730288148,0.1385234661400318,0.1385234661400318,0.18104287534952163,0.039477191679179666,0.039477191679179666
29,0.1387557426840067,0.1387557426840067,0.1819333378970623,0.040133891021832825,0.040133891021832825,0.13846518322825432,0.13846518322825432,0.1801466517150402,0.038640571013093,0.038640571013093
30,0.13914922431111335,0.13914922431111335,0.18386483669281006,0.041670870296657087,0.041670870296657087,0.14019121155142783,0.14019121155142783,0.18310161605477332,0.03986333906650543,0.03986333906650543
31,0.13868047460913657,0.13868047460913657,0.1818868102878332,0.040155075369402764,0.040155075369402764,0.14181145951151847,0.14181145951151847,0.18356828466057779,0.038691850192844865,0.038691850192844865
32,0.13881569758057594,0.13881569758057594,0.18080120116472245,0.038916041497141125,0.038916041497141125,0.13358277454972267,0.13358277454972267,0.17150361314415932,0.03485343288630247,0.03485343288630247
33,0.13808880597352982,0.13808880597352982,0.1794135692715645,0.03825495835393667,0.03825495835393667,0.13642877712845802,0.13642877712845802,0.17984388992190362,0.04034834858030081,0.04034834858030081
34,0.13892252825200557,0.13892252825200557,0.1814652032405138,0.039467819798737765,0.039467819798737765,0.1385912887752056,0.1385912887752056,0.18397431522607804,0.042299152538180354,0.042299152538180354
