epoch,embedding_loss,embedding_weight_loss_DC_Nsrc_Ref,loss,mask_loss,mask_weight_loss_MSE_Nsrc_Ref,val_embedding_loss,val_embedding_weight_loss_DC_Nsrc_Ref,val_loss,val_mask_loss,val_mask_weight_loss_MSE_Nsrc_Ref
0,0.21072740510106086,0.21072740510106086,0.35373937219381335,0.14157726019620895,0.14157726019620895,0.1890139624476433,0.1890139624476433,0.3013774618506432,0.11090124174952506,0.11090124174952506
1,0.1882209389656782,0.1882209389656782,0.298447390422225,0.10872473645955325,0.10872473645955325,0.19196970239281655,0.19196970239281655,0.34178590923547747,0.1482745986431837,0.1482745986431837
2,0.17955865897238255,0.17955865897238255,0.2824703951179981,0.1013120774179697,0.1013120774179697,0.16453904137015343,0.16453904137015343,0.2567995272576809,0.0906142059713602,0.0906142059713602
3,0.17037123657763004,0.17037123657763004,0.2650489912927151,0.09297972498461604,0.09297972498461604,0.17382381483912468,0.17382381483912468,0.26173659041523933,0.08616196475923062,0.08616196475923062
4,0.16995949156582355,0.16995949156582355,0.26111703753471377,0.08935693403705955,0.08935693403705955,0.16129161790013313,0.16129161790013313,0.24104694202542304,0.07790276855230331,0.07790276855230331
5,0.1628986543416977,0.1628986543416977,0.24714461393654347,0.08235331567004323,0.08235331567004323,0.1598077669739723,0.1598077669739723,0.2616690345108509,0.09993082191795111,0.09993082191795111
6,0.16065715804696082,0.16065715804696082,0.2435026554763317,0.08087767276912927,0.08087767276912927,0.15846206471323968,0.15846206471323968,0.22511888593435286,0.06464151181280613,0.06464151181280613
7,0.15843839138746263,0.15843839138746263,0.2335592733323574,0.07306219473481178,0.07306219473481178,0.1569020725786686,0.1569020725786686,0.2239808186888695,0.06499445140361786,0.06499445140361786
8,0.155654691234231,0.155654691234231,0.23395320385694504,0.07617808636277915,0.07617808636277915,0.15430692657828332,0.15430692657828332,0.23113593235611915,0.07467645946890115,0.07467645946890115
9,0.1533681758493185,0.1533681758493185,0.22723031736910343,0.07168475789949298,0.07168475789949298,0.15470886826515198,0.15470886826515198,0.2448488414287567,0.08792934883385897,0.08792934883385897
10,0.15300072252750396,0.15300072252750396,0.22837592661380768,0.07312758944928646,0.07312758944928646,0.150809159129858,0.150809159129858,0.2215535320341587,0.06846831403672696,0.06846831403672696
11,0.1529222670942545,0.1529222670942545,0.2292364041507244,0.07400336382910609,0.07400336382910609,0.16397040858864784,0.16397040858864784,0.2371917799115181,0.0708695037290454,0.0708695037290454
12,0.15250829301774502,0.15250829301774502,0.22656963601708413,0.0716613269597292,0.0716613269597292,0.14479515999555587,0.14479515999555587,0.20762740895152093,0.06039634831249714,0.06039634831249714
13,0.15001297824084758,0.15001297824084758,0.2195653411000967,0.06708147913217545,0.06708147913217545,0.14743277728557586,0.14743277728557586,0.20321674570441245,0.05328294411301613,0.05328294411301613
14,0.14975407615303993,0.14975407615303993,0.21660617530345916,0.06433198239654303,0.06433198239654303,0.15385644733905793,0.15385644733905793,0.2295277699828148,0.07312873788177968,0.07312873788177968
15,0.15044428125023843,0.15044428125023843,0.2198977428674698,0.06687276888638735,0.06687276888638735,0.14842625111341476,0.14842625111341476,0.23383189663290976,0.08278878554701805,0.08278878554701805
16,0.14709073469042777,0.14709073469042777,0.2115308529883623,0.06180434001609683,0.06180434001609683,0.14989482313394548,0.14989482313394548,0.2069625310599804,0.05441852230578661,0.05441852230578661
17,0.14640398666262627,0.14640398666262627,0.21124119713902473,0.06215279238298535,0.06215279238298535,0.15559632405638696,0.15559632405638696,0.22975447848439218,0.07145675830543041,0.07145675830543041
18,0.14483344078063964,0.14483344078063964,0.20715088494122028,0.05958901712670922,0.05958901712670922,0.15092115998268127,0.15092115998268127,0.2669217996299267,0.11325498223304749,0.11325498223304749
19,0.14573583029210568,0.14573583029210568,0.20644874900579452,0.057929937690496446,0.057929937690496446,0.14992096424102783,0.14992096424102783,0.220097566395998,0.06737526170909405,0.06737526170909405
